,precision,recall,f1-score,support,accuracy
0,0.9644981412639405,0.845664928292047,0.9011809656130602,6136.0,0.845664928292047
1,0.3761528326745718,0.7493438320209974,0.500877192982456,762.0,0.7493438320209974
avg / total,0.6703254869692561,0.7975043801565223,0.701029079297758,6898.0,0.8350246448245868
