,precision,recall,f1-score,support,accuracy
0,0.8249506903353058,0.8049073851335098,0.8148057956897602,4157.0,0.8049073851335098
1,0.7146375791695989,0.7409704487413353,0.7275658248253628,2741.0,0.7409704487413353
avg / total,0.7697941347524524,0.7729389169374226,0.7711858102575615,6898.0,0.7795013047260075
