,precision,recall,f1-score,support,accuracy
0,0.9766180955608268,0.910153165956103,0.9422149570903146,6333.0,0.910153165956103
1,0.428714859437751,0.7557522123893805,0.547085201793722,565.0,0.7557522123893805
avg / total,0.7026664774992889,0.8329526891727417,0.7446500794420183,6898.0,0.8975065236300377
