,precision,recall,f1-score,support,accuracy
0,0.9072986577181208,0.7770792168133644,0.8371552975326559,5567.0,0.7770792168133644
1,0.41737089201877936,0.6679188580015026,0.513724357122219,1331.0,0.6679188580015026
avg / total,0.66233477486845,0.7224990374074336,0.6754398273274375,6898.0,0.756016236590316
