,precision,recall,f1-score,support,accuracy
0,0.9540056550424129,0.8387470997679815,0.8926713114031221,6034.0,0.8387470997679815
1,0.389202762084118,0.7175925925925926,0.5046805046805046,864.0,0.7175925925925926
avg / total,0.6716042085632654,0.7781698461802871,0.6986759080418133,6898.0,0.8235720498695274
