,precision,recall,f1-score,support,accuracy
0,0.9322777565814575,0.8428768540876164,0.8853260869565217,5798.0,0.8428768540876164
1,0.4498792270531401,0.6772727272727272,0.5406386066763426,1100.0,0.6772727272727272
avg / total,0.6910784918172987,0.7600747906801718,0.7129823468164321,6898.0,0.8164685416062627
