,precision,recall,f1-score,support,accuracy
0,0.9306006493506493,0.7825938566552901,0.8502039302929181,5860.0,0.7825938566552901
1,0.3532994923857868,0.6705202312138728,0.46276595744680854,1038.0,0.6705202312138728
avg / total,0.6419500708682181,0.7265570439345814,0.6564849438698633,6898.0,0.7657291968686576
