,precision,recall,f1-score,support,accuracy
0,0.6991037131882202,0.5960698689956332,0.6434885091337655,2748.0,0.5960698689956332
1,0.5308537616229924,0.6404895461499235,0.5805407903859487,1961.0,0.6404895461499235
avg / total,0.6149787374056063,0.6182797075727784,0.6120146497598571,4709.0,0.6145678488001699
